Date,zone,centre,Price
20-10-04,1,KARNAL,1400
20-10-04,1,SHIMLA,NA
20-10-04,1,MANDI,NA
20-10-04,1,SRINAGAR,NA
20-10-04,1,JAMMU,NA
20-10-04,1,AMRITSAR,1300
20-10-04,1,LUDHIANA,1500
20-10-04,1,LUCKNOW,NA
20-10-04,1,KANPUR,NA
20-10-04,1,CHANDIGARH,1500
20-10-04,1,DELHI,NA
20-10-04,2,AHMEDABAD,1700
20-10-04,2,RAJKOT,NA
20-10-04,2,PANAJI,NA
20-10-04,2,BHOPAL,NA
20-10-04,2,INDORE,NA
20-10-04,2,MUMBAI,NA
20-10-04,2,NAGPUR,NA
20-10-04,2,JAIPUR,1700
20-10-04,2,JODHPUR,1700
20-10-04,3,GUWAHATI,1350
20-10-04,3,PATNA,NA
20-10-04,3,SHILLONG,NA
20-10-04,3,AIZAWL,NA
20-10-04,3,BHUBANESHWAR,NA
20-10-04,3,CUTTACK,NA
20-10-04,3,KOLKATA,NA
20-10-04,3,AGARTALA,NA
20-10-04,4,HYDERABAD,NA
20-10-04,4,VIJAYAWADA,NA
20-10-04,4,BANGALORE,1250
20-10-04,4,THIRUVANANTHAPURAM,1344
20-10-04,4,ERNAKULAM,NA
20-10-04,4,CHENNAI,1350
20-10-04,4,MADURAI,1100
20-10-04,4,PONDICHERRY,1200
27-10-04,1,HISAR,1300
27-10-04,1,KARNAL,1400
27-10-04,1,SHIMLA,NA
27-10-04,1,MANDI,NA
27-10-04,1,SRINAGAR,NA
27-10-04,1,JAMMU,NA
27-10-04,1,AMRITSAR,1300
27-10-04,1,LUDHIANA,1500
27-10-04,1,LUCKNOW,NA
27-10-04,1,KANPUR,NA
27-10-04,1,CHANDIGARH,1500
27-10-04,1,DELHI,NA
27-10-04,2,AHMEDABAD,1700
27-10-04,2,RAJKOT,NA
27-10-04,2,PANAJI,NA
27-10-04,2,BHOPAL,NA
27-10-04,2,INDORE,NA
27-10-04,2,MUMBAI,NA
27-10-04,2,NAGPUR,NA
27-10-04,2,JAIPUR,1700
27-10-04,2,JODHPUR,1700
27-10-04,3,GUWAHATI,1350
27-10-04,3,PATNA,NA
27-10-04,3,SHILLONG,NA
27-10-04,3,AIZAWL,NA
27-10-04,3,BHUBANESHWAR,NA
27-10-04,3,CUTTACK,NA
27-10-04,3,KOLKATA,NA
27-10-04,3,AGARTALA,NA
27-10-04,4,HYDERABAD,NA
27-10-04,4,VIJAYAWADA,NA
27-10-04,4,BANGALORE,1250
27-10-04,4,THIRUVANANTHAPURAM,1344
27-10-04,4,ERNAKULAM,NA
27-10-04,4,CHENNAI,1350
27-10-04,4,MADURAI,1100
27-10-04,4,PONDICHERRY,1200
03-11-04,1,HISAR,1300
03-11-04,1,KARNAL,1400
03-11-04,1,SHIMLA,NA
03-11-04,1,MANDI,NA
03-11-04,1,SRINAGAR,NA
03-11-04,1,JAMMU,NA
03-11-04,1,AMRITSAR,1300
03-11-04,1,LUDHIANA,1500
03-11-04,1,LUCKNOW,NA
03-11-04,1,KANPUR,NA
03-11-04,1,CHANDIGARH,1500
03-11-04,1,DELHI,NA
03-11-04,2,AHMEDABAD,1700
03-11-04,2,RAJKOT,NA
03-11-04,2,PANAJI,NA
03-11-04,2,BHOPAL,NA
03-11-04,2,INDORE,NA
03-11-04,2,MUMBAI,NA
03-11-04,2,NAGPUR,NA
03-11-04,2,JAIPUR,1700
03-11-04,2,JODHPUR,1700
03-11-04,3,GUWAHATI,1350
03-11-04,3,PATNA,NA
03-11-04,3,SHILLONG,NA
03-11-04,3,AIZAWL,NA
03-11-04,3,BHUBANESHWAR,NA
03-11-04,3,CUTTACK,NA
03-11-04,3,KOLKATA,NA
03-11-04,3,AGARTALA,NA
03-11-04,4,HYDERABAD,NA
03-11-04,4,VIJAYAWADA,NA
03-11-04,4,BANGALORE,1250
03-11-04,4,THIRUVANANTHAPURAM,1344
03-11-04,4,ERNAKULAM,NA
03-11-04,4,CHENNAI,1350
03-11-04,4,MADURAI,1100
03-11-04,4,PONDICHERRY,1200
10-11-04,1,HISAR,1300
10-11-04,1,KARNAL,1400
10-11-04,1,SHIMLA,NA
10-11-04,1,MANDI,NA
10-11-04,1,SRINAGAR,NA
10-11-04,1,JAMMU,NA
10-11-04,1,AMRITSAR,1300
10-11-04,1,LUDHIANA,1500
10-11-04,1,LUCKNOW,NA
10-11-04,1,KANPUR,NA
10-11-04,1,CHANDIGARH,1500
10-11-04,1,DELHI,NA
10-11-04,2,AHMEDABAD,1700
10-11-04,2,RAJKOT,NA
10-11-04,2,PANAJI,NA
10-11-04,2,BHOPAL,NA
10-11-04,2,INDORE,NA
10-11-04,2,MUMBAI,NA
10-11-04,2,NAGPUR,NA
10-11-04,2,JAIPUR,1700
10-11-04,2,JODHPUR,1700
10-11-04,3,GUWAHATI,1350
10-11-04,3,PATNA,NA
10-11-04,3,SHILLONG,NA
10-11-04,3,AIZAWL,NA
10-11-04,3,BHUBANESHWAR,NA
10-11-04,3,CUTTACK,NA
10-11-04,3,KOLKATA,NA
10-11-04,3,AGARTALA,NA
10-11-04,4,HYDERABAD,NA
10-11-04,4,VIJAYAWADA,NA
10-11-04,4,BANGALORE,1250
10-11-04,4,THIRUVANANTHAPURAM,1344
10-11-04,4,ERNAKULAM,NA
10-11-04,4,CHENNAI,1350
10-11-04,4,MADURAI,1100
10-11-04,4,PONDICHERRY,1200
17-11-04,1,HISAR,1300
17-11-04,1,KARNAL,1400
17-11-04,1,SHIMLA,NA
17-11-04,1,MANDI,NA
17-11-04,1,SRINAGAR,NA
17-11-04,1,JAMMU,NA
17-11-04,1,AMRITSAR,1300
17-11-04,1,LUDHIANA,1500
17-11-04,1,LUCKNOW,NA
17-11-04,1,KANPUR,NA
17-11-04,1,CHANDIGARH,1500
17-11-04,1,DELHI,NA
17-11-04,2,AHMEDABAD,1700
17-11-04,2,RAJKOT,NA
17-11-04,2,PANAJI,NA
17-11-04,2,BHOPAL,NA
17-11-04,2,INDORE,NA
17-11-04,2,MUMBAI,NA
17-11-04,2,NAGPUR,NA
17-11-04,2,JAIPUR,1700
17-11-04,2,JODHPUR,1700
17-11-04,3,GUWAHATI,1350
17-11-04,3,PATNA,NA
17-11-04,3,SHILLONG,NA
17-11-04,3,AIZAWL,NA
17-11-04,3,BHUBANESHWAR,NA
17-11-04,3,CUTTACK,NA
17-11-04,3,KOLKATA,NA
17-11-04,3,AGARTALA,NA
17-11-04,4,HYDERABAD,NA
17-11-04,4,VIJAYAWADA,NA
17-11-04,4,BANGALORE,1250
17-11-04,4,THIRUVANANTHAPURAM,1344
17-11-04,4,ERNAKULAM,NA
17-11-04,4,CHENNAI,1350
17-11-04,4,MADURAI,1100
17-11-04,4,PONDICHERRY,1200
24-11-04,1,HISAR,1300
24-11-04,1,KARNAL,1400
24-11-04,1,SHIMLA,NA
24-11-04,1,MANDI,NA
24-11-04,1,SRINAGAR,NA
24-11-04,1,JAMMU,NA
24-11-04,1,AMRITSAR,1400
24-11-04,1,LUDHIANA,1500
24-11-04,1,LUCKNOW,NA
24-11-04,1,KANPUR,NA
24-11-04,1,CHANDIGARH,1500
24-11-04,1,DELHI,NA
24-11-04,2,AHMEDABAD,1700
24-11-04,2,RAJKOT,NA
24-11-04,2,PANAJI,NA
24-11-04,2,BHOPAL,NA
24-11-04,2,INDORE,NA
24-11-04,2,MUMBAI,NA
24-11-04,2,NAGPUR,NA
24-11-04,2,JAIPUR,1700
24-11-04,2,JODHPUR,1700
24-11-04,3,GUWAHATI,1350
24-11-04,3,PATNA,NA
24-11-04,3,SHILLONG,NA
24-11-04,3,AIZAWL,NA
24-11-04,3,BHUBANESHWAR,NA
24-11-04,3,CUTTACK,NA
24-11-04,3,KOLKATA,NA
24-11-04,3,AGARTALA,NA
24-11-04,4,HYDERABAD,NA
24-11-04,4,VIJAYAWADA,NA
24-11-04,4,BANGALORE,1250
24-11-04,4,THIRUVANANTHAPURAM,1344
24-11-04,4,ERNAKULAM,NA
24-11-04,4,CHENNAI,1350
24-11-04,4,MADURAI,1100
24-11-04,4,PONDICHERRY,1200
01-12-04,1,HISAR,1300
01-12-04,1,KARNAL,1400
01-12-04,1,SHIMLA,NA
01-12-04,1,MANDI,NA
01-12-04,1,SRINAGAR,NA
01-12-04,1,JAMMU,NA
01-12-04,1,AMRITSAR,1400
01-12-04,1,LUDHIANA,1500
01-12-04,1,LUCKNOW,NA
01-12-04,1,KANPUR,NA
01-12-04,1,CHANDIGARH,1500
01-12-04,1,DELHI,NA
01-12-04,2,AHMEDABAD,1700
01-12-04,2,RAJKOT,NA
01-12-04,2,PANAJI,NA
01-12-04,2,BHOPAL,NA
01-12-04,2,INDORE,NA
01-12-04,2,MUMBAI,NA
01-12-04,2,NAGPUR,NA
01-12-04,2,JAIPUR,1700
01-12-04,2,JODHPUR,1700
01-12-04,3,GUWAHATI,1350
01-12-04,3,PATNA,NA
01-12-04,3,SHILLONG,NA
01-12-04,3,AIZAWL,NA
01-12-04,3,BHUBANESHWAR,NA
01-12-04,3,CUTTACK,NA
01-12-04,3,KOLKATA,NA
01-12-04,3,AGARTALA,NA
01-12-04,4,HYDERABAD,NA
01-12-04,4,VIJAYAWADA,NA
01-12-04,4,BANGALORE,1250
01-12-04,4,THIRUVANANTHAPURAM,1344
01-12-04,4,ERNAKULAM,NA
01-12-04,4,CHENNAI,1350
01-12-04,4,MADURAI,1100
01-12-04,4,PONDICHERRY,1200
08-12-04,1,HISAR,1200
08-12-04,1,KARNAL,1400
08-12-04,1,SHIMLA,NA
08-12-04,1,MANDI,NA
08-12-04,1,SRINAGAR,NA
08-12-04,1,JAMMU,NA
08-12-04,1,AMRITSAR,1400
08-12-04,1,LUDHIANA,1500
08-12-04,1,LUCKNOW,NA
08-12-04,1,KANPUR,NA
08-12-04,1,CHANDIGARH,1500
08-12-04,1,DELHI,NA
08-12-04,2,AHMEDABAD,1700
08-12-04,2,RAJKOT,NA
08-12-04,2,PANAJI,NA
08-12-04,2,BHOPAL,NA
08-12-04,2,INDORE,NA
08-12-04,2,MUMBAI,NA
08-12-04,2,NAGPUR,NA
08-12-04,2,JAIPUR,1700
08-12-04,2,JODHPUR,1700
08-12-04,3,GUWAHATI,1350
08-12-04,3,PATNA,NA
08-12-04,3,SHILLONG,NA
08-12-04,3,AIZAWL,NA
08-12-04,3,BHUBANESHWAR,NA
08-12-04,3,CUTTACK,NA
08-12-04,3,KOLKATA,NA
08-12-04,3,AGARTALA,NA
08-12-04,4,HYDERABAD,NA
08-12-04,4,VIJAYAWADA,NA
08-12-04,4,BANGALORE,1250
08-12-04,4,THIRUVANANTHAPURAM,1344
08-12-04,4,ERNAKULAM,1344
08-12-04,4,CHENNAI,1350
08-12-04,4,MADURAI,1100
08-12-04,4,PONDICHERRY,NA
15-12-04,1,HISAR,1300
15-12-04,1,KARNAL,1400
15-12-04,1,SHIMLA,NA
15-12-04,1,MANDI,NA
15-12-04,1,SRINAGAR,NA
15-12-04,1,JAMMU,NA
15-12-04,1,AMRITSAR,1400
15-12-04,1,LUDHIANA,1500
15-12-04,1,LUCKNOW,NA
15-12-04,1,KANPUR,NA
15-12-04,1,CHANDIGARH,1500
15-12-04,1,DELHI,NA
15-12-04,2,AHMEDABAD,1700
15-12-04,2,RAJKOT,NA
15-12-04,2,PANAJI,NA
15-12-04,2,BHOPAL,NA
15-12-04,2,INDORE,NA
15-12-04,2,MUMBAI,NA
15-12-04,2,NAGPUR,NA
15-12-04,2,JAIPUR,1700
15-12-04,2,JODHPUR,1700
15-12-04,3,GUWAHATI,1350
15-12-04,3,PATNA,NA
15-12-04,3,SHILLONG,NA
15-12-04,3,AIZAWL,NA
15-12-04,3,BHUBANESHWAR,NA
15-12-04,3,CUTTACK,NA
15-12-04,3,KOLKATA,NA
15-12-04,3,AGARTALA,NA
15-12-04,4,HYDERABAD,NA
15-12-04,4,VIJAYAWADA,NA
15-12-04,4,BANGALORE,1250
15-12-04,4,THIRUVANANTHAPURAM,1344
15-12-04,4,ERNAKULAM,1344
15-12-04,4,CHENNAI,1350
15-12-04,4,MADURAI,1100
15-12-04,4,PONDICHERRY,NA
22-12-04,1,HISAR,1300
22-12-04,1,KARNAL,1400
22-12-04,1,SHIMLA,NA
22-12-04,1,MANDI,NA
22-12-04,1,SRINAGAR,NA
22-12-04,1,JAMMU,NA
22-12-04,1,AMRITSAR,1400
22-12-04,1,LUDHIANA,1500
22-12-04,1,LUCKNOW,NA
22-12-04,1,KANPUR,NA
22-12-04,1,CHANDIGARH,1500
22-12-04,1,DELHI,NA
22-12-04,2,AHMEDABAD,1700
22-12-04,2,RAJKOT,NA
22-12-04,2,PANAJI,NA
22-12-04,2,BHOPAL,NA
22-12-04,2,INDORE,NA
22-12-04,2,MUMBAI,NA
22-12-04,2,NAGPUR,NA
22-12-04,2,JAIPUR,1700
22-12-04,2,JODHPUR,1700
22-12-04,3,GUWAHATI,1350
22-12-04,3,PATNA,NA
22-12-04,3,SHILLONG,NA
22-12-04,3,AIZAWL,NA
22-12-04,3,BHUBANESHWAR,NA
22-12-04,3,CUTTACK,NA
22-12-04,3,KOLKATA,NA
22-12-04,3,AGARTALA,NA
22-12-04,4,HYDERABAD,NA
22-12-04,4,VIJAYAWADA,NA
22-12-04,4,BANGALORE,1250
22-12-04,4,THIRUVANANTHAPURAM,1344
22-12-04,4,ERNAKULAM,1344
22-12-04,4,CHENNAI,1350
22-12-04,4,MADURAI,1100
22-12-04,4,PONDICHERRY,1200
29-12-04,1,HISAR,1300
29-12-04,1,KARNAL,1400
29-12-04,1,SHIMLA,NA
29-12-04,1,MANDI,NA
29-12-04,1,SRINAGAR,NA
29-12-04,1,JAMMU,NA
29-12-04,1,AMRITSAR,1400
29-12-04,1,LUDHIANA,1500
29-12-04,1,LUCKNOW,NA
29-12-04,1,KANPUR,NA
29-12-04,1,CHANDIGARH,1500
29-12-04,1,DELHI,NA
29-12-04,2,AHMEDABAD,1700
29-12-04,2,RAJKOT,NA
29-12-04,2,PANAJI,NA
29-12-04,2,BHOPAL,NA
29-12-04,2,INDORE,NA
29-12-04,2,MUMBAI,NA
29-12-04,2,NAGPUR,NA
29-12-04,2,JAIPUR,1700
29-12-04,2,JODHPUR,1700
29-12-04,3,GUWAHATI,1350
29-12-04,3,PATNA,NA
29-12-04,3,SHILLONG,NA
29-12-04,3,AIZAWL,NA
29-12-04,3,BHUBANESHWAR,NA
29-12-04,3,CUTTACK,NA
29-12-04,3,KOLKATA,NA
29-12-04,3,AGARTALA,NA
29-12-04,4,HYDERABAD,NA
29-12-04,4,VIJAYAWADA,NA
29-12-04,4,BANGALORE,1250
29-12-04,4,THIRUVANANTHAPURAM,1344
29-12-04,4,ERNAKULAM,1344
29-12-04,4,CHENNAI,1350
29-12-04,4,MADURAI,1100
29-12-04,4,PONDICHERRY,1200
05-01-05,1,HISAR,1300
05-01-05,1,KARNAL,1400
05-01-05,1,SHIMLA,NA
05-01-05,1,MANDI,NA
05-01-05,1,SRINAGAR,NA
05-01-05,1,JAMMU,NA
05-01-05,1,AMRITSAR,1400
05-01-05,1,LUDHIANA,1500
05-01-05,1,LUCKNOW,NA
05-01-05,1,KANPUR,NA
05-01-05,1,CHANDIGARH,1500
05-01-05,1,DELHI,NA
05-01-05,2,AHMEDABAD,1700
05-01-05,2,RAJKOT,NA
05-01-05,2,PANAJI,NA
05-01-05,2,BHOPAL,NA
05-01-05,2,INDORE,NA
05-01-05,2,MUMBAI,NA
05-01-05,2,NAGPUR,NA
05-01-05,2,JAIPUR,1700
05-01-05,2,JODHPUR,1700
05-01-05,3,GUWAHATI,1350
05-01-05,3,PATNA,NA
05-01-05,3,SHILLONG,NA
05-01-05,3,AIZAWL,NA
05-01-05,3,BHUBANESHWAR,NA
05-01-05,3,CUTTACK,NA
05-01-05,3,KOLKATA,NA
05-01-05,3,AGARTALA,NA
05-01-05,4,HYDERABAD,NA
05-01-05,4,VIJAYAWADA,NA
05-01-05,4,BANGALORE,1250
05-01-05,4,THIRUVANANTHAPURAM,1344
05-01-05,4,ERNAKULAM,1344
05-01-05,4,CHENNAI,1350
05-01-05,4,MADURAI,1100
05-01-05,4,PONDICHERRY,1200
12-01-05,1,HISAR,1300
12-01-05,1,KARNAL,1400
12-01-05,1,SHIMLA,NA
12-01-05,1,MANDI,NA
12-01-05,1,SRINAGAR,NA
12-01-05,1,JAMMU,NA
12-01-05,1,AMRITSAR,1400
12-01-05,1,LUDHIANA,1500
12-01-05,1,LUCKNOW,NA
12-01-05,1,KANPUR,NA
12-01-05,1,CHANDIGARH,1500
12-01-05,1,DELHI,NA
12-01-05,2,AHMEDABAD,1700
12-01-05,2,RAJKOT,NA
12-01-05,2,PANAJI,NA
12-01-05,2,BHOPAL,NA
12-01-05,2,INDORE,NA
12-01-05,2,MUMBAI,NA
12-01-05,2,NAGPUR,NA
12-01-05,2,JAIPUR,1700
12-01-05,2,JODHPUR,1700
12-01-05,3,GUWAHATI,1350
12-01-05,3,PATNA,NA
12-01-05,3,SHILLONG,NA
12-01-05,3,AIZAWL,NA
12-01-05,3,BHUBANESHWAR,NA
12-01-05,3,CUTTACK,NA
12-01-05,3,KOLKATA,NA
12-01-05,3,AGARTALA,NA
12-01-05,4,HYDERABAD,NA
12-01-05,4,VIJAYAWADA,NA
12-01-05,4,BANGALORE,1250
12-01-05,4,THIRUVANANTHAPURAM,1344
12-01-05,4,ERNAKULAM,1344
12-01-05,4,CHENNAI,1350
12-01-05,4,MADURAI,1100
12-01-05,4,PONDICHERRY,1200
19-01-05,1,HISAR,1300
19-01-05,1,KARNAL,1400
19-01-05,1,SHIMLA,NA
19-01-05,1,MANDI,NA
19-01-05,1,SRINAGAR,NA
19-01-05,1,JAMMU,NA
19-01-05,1,AMRITSAR,1400
19-01-05,1,LUDHIANA,1500
19-01-05,1,LUCKNOW,NA
19-01-05,1,KANPUR,NA
19-01-05,1,CHANDIGARH,1500
19-01-05,1,DELHI,NA
19-01-05,2,AHMEDABAD,1700
19-01-05,2,RAJKOT,NA
19-01-05,2,PANAJI,NA
19-01-05,2,BHOPAL,NA
19-01-05,2,INDORE,NA
19-01-05,2,MUMBAI,NA
19-01-05,2,NAGPUR,NA
19-01-05,2,JAIPUR,1700
19-01-05,2,JODHPUR,1700
19-01-05,3,GUWAHATI,1350
19-01-05,3,PATNA,NA
19-01-05,3,SHILLONG,NA
19-01-05,3,AIZAWL,NA
19-01-05,3,BHUBANESHWAR,NA
19-01-05,3,CUTTACK,NA
19-01-05,3,KOLKATA,NA
19-01-05,3,AGARTALA,NA
19-01-05,4,HYDERABAD,NA
19-01-05,4,VIJAYAWADA,NA
19-01-05,4,BANGALORE,1250
19-01-05,4,THIRUVANANTHAPURAM,1344
19-01-05,4,ERNAKULAM,1344
19-01-05,4,CHENNAI,1350
19-01-05,4,MADURAI,1100
19-01-05,4,PONDICHERRY,1200
26-01-05,1,HISAR,1300
26-01-05,1,KARNAL,1400
26-01-05,1,SHIMLA,NA
26-01-05,1,MANDI,NA
26-01-05,1,SRINAGAR,NA
26-01-05,1,JAMMU,NA
26-01-05,1,AMRITSAR,1400
26-01-05,1,LUDHIANA,1500
26-01-05,1,LUCKNOW,NA
26-01-05,1,KANPUR,NA
26-01-05,1,CHANDIGARH,1500
26-01-05,1,DELHI,NA
26-01-05,2,AHMEDABAD,1700
26-01-05,2,RAJKOT,NA
26-01-05,2,PANAJI,NA
26-01-05,2,BHOPAL,NA
26-01-05,2,INDORE,NA
26-01-05,2,MUMBAI,NA
26-01-05,2,NAGPUR,NA
26-01-05,2,JAIPUR,1700
26-01-05,2,JODHPUR,1700
26-01-05,3,GUWAHATI,1350
26-01-05,3,PATNA,NA
26-01-05,3,SHILLONG,NA
26-01-05,3,AIZAWL,NA
26-01-05,3,BHUBANESHWAR,NA
26-01-05,3,CUTTACK,NA
26-01-05,3,KOLKATA,NA
26-01-05,3,AGARTALA,NA
26-01-05,4,HYDERABAD,NA
26-01-05,4,VIJAYAWADA,NA
26-01-05,4,BANGALORE,1250
26-01-05,4,THIRUVANANTHAPURAM,1344
26-01-05,4,ERNAKULAM,1344
26-01-05,4,CHENNAI,1350
26-01-05,4,MADURAI,1100
26-01-05,4,PONDICHERRY,1200
02-02-05,1,HISAR,1300
02-02-05,1,KARNAL,1400
02-02-05,1,SHIMLA,NA
02-02-05,1,MANDI,NA
02-02-05,1,SRINAGAR,NA
02-02-05,1,JAMMU,NA
02-02-05,1,AMRITSAR,1400
02-02-05,1,LUDHIANA,1400
02-02-05,1,LUCKNOW,NA
02-02-05,1,KANPUR,NA
02-02-05,1,CHANDIGARH,1500
02-02-05,1,DELHI,NA
02-02-05,2,AHMEDABAD,1700
02-02-05,2,RAJKOT,NA
02-02-05,2,PANAJI,NA
02-02-05,2,BHOPAL,NA
02-02-05,2,INDORE,NA
02-02-05,2,MUMBAI,NA
02-02-05,2,NAGPUR,NA
02-02-05,2,JAIPUR,1700
02-02-05,2,JODHPUR,1700
02-02-05,3,GUWAHATI,1350
02-02-05,3,PATNA,NA
02-02-05,3,SHILLONG,NA
02-02-05,3,AIZAWL,NA
02-02-05,3,BHUBANESHWAR,NA
02-02-05,3,CUTTACK,NA
02-02-05,3,KOLKATA,NA
02-02-05,3,AGARTALA,NA
02-02-05,4,HYDERABAD,NA
02-02-05,4,VIJAYAWADA,NA
02-02-05,4,BANGALORE,1250
02-02-05,4,THIRUVANANTHAPURAM,1344
02-02-05,4,ERNAKULAM,1344
02-02-05,4,CHENNAI,1350
02-02-05,4,MADURAI,1100
02-02-05,4,PONDICHERRY,1200
09-02-05,1,HISAR,1300
09-02-05,1,KARNAL,1400
09-02-05,1,SHIMLA,NA
09-02-05,1,MANDI,NA
09-02-05,1,SRINAGAR,NA
09-02-05,1,JAMMU,NA
09-02-05,1,AMRITSAR,1400
09-02-05,1,LUDHIANA,1400
09-02-05,1,LUCKNOW,NA
09-02-05,1,KANPUR,NA
09-02-05,1,CHANDIGARH,1500
09-02-05,1,DELHI,NA
09-02-05,2,AHMEDABAD,1700
09-02-05,2,RAJKOT,NA
09-02-05,2,PANAJI,NA
09-02-05,2,BHOPAL,NA
09-02-05,2,INDORE,NA
09-02-05,2,MUMBAI,NA
09-02-05,2,NAGPUR,NA
09-02-05,2,JAIPUR,1700
09-02-05,2,JODHPUR,1700
09-02-05,3,GUWAHATI,1350
09-02-05,3,PATNA,NA
09-02-05,3,SHILLONG,NA
09-02-05,3,AIZAWL,NA
09-02-05,3,BHUBANESHWAR,NA
09-02-05,3,CUTTACK,NA
09-02-05,3,KOLKATA,NA
09-02-05,3,AGARTALA,NA
09-02-05,4,HYDERABAD,NA
09-02-05,4,VIJAYAWADA,NA
09-02-05,4,BANGALORE,1250
09-02-05,4,THIRUVANANTHAPURAM,1344
09-02-05,4,ERNAKULAM,1344
09-02-05,4,CHENNAI,1350
09-02-05,4,MADURAI,1100
09-02-05,4,PONDICHERRY,1200
16-02-05,1,HISAR,1300
16-02-05,1,KARNAL,1400
16-02-05,1,SHIMLA,NA
16-02-05,1,MANDI,NA
16-02-05,1,SRINAGAR,NA
16-02-05,1,JAMMU,NA
16-02-05,1,AMRITSAR,1400
16-02-05,1,LUDHIANA,1500
16-02-05,1,LUCKNOW,NA
16-02-05,1,KANPUR,NA
16-02-05,1,CHANDIGARH,1500
16-02-05,1,DELHI,NA
16-02-05,2,AHMEDABAD,1700
16-02-05,2,RAJKOT,NA
16-02-05,2,PANAJI,NA
16-02-05,2,BHOPAL,NA
16-02-05,2,INDORE,NA
16-02-05,2,MUMBAI,NA
16-02-05,2,NAGPUR,NA
16-02-05,2,JAIPUR,1700
16-02-05,2,JODHPUR,1700
16-02-05,3,GUWAHATI,1350
16-02-05,3,PATNA,NA
16-02-05,3,SHILLONG,NA
16-02-05,3,AIZAWL,NA
16-02-05,3,BHUBANESHWAR,NA
16-02-05,3,CUTTACK,NA
16-02-05,3,KOLKATA,NA
16-02-05,3,AGARTALA,NA
16-02-05,4,HYDERABAD,NA
16-02-05,4,VIJAYAWADA,NA
16-02-05,4,BANGALORE,1250
16-02-05,4,THIRUVANANTHAPURAM,1344
16-02-05,4,ERNAKULAM,1344
16-02-05,4,CHENNAI,1350
16-02-05,4,MADURAI,1100
16-02-05,4,PONDICHERRY,1200
23-02-05,1,HISAR,1300
23-02-05,1,KARNAL,1400
23-02-05,1,SHIMLA,NA
23-02-05,1,MANDI,NA
23-02-05,1,SRINAGAR,NA
23-02-05,1,JAMMU,NA
23-02-05,1,AMRITSAR,1400
23-02-05,1,LUDHIANA,1500
23-02-05,1,LUCKNOW,NA
23-02-05,1,KANPUR,NA
23-02-05,1,CHANDIGARH,1500
23-02-05,1,DELHI,NA
23-02-05,2,AHMEDABAD,1700
23-02-05,2,RAJKOT,NA
23-02-05,2,PANAJI,NA
23-02-05,2,BHOPAL,NA
23-02-05,2,INDORE,NA
23-02-05,2,MUMBAI,NA
23-02-05,2,NAGPUR,NA
23-02-05,2,JAIPUR,1700
23-02-05,2,JODHPUR,1700
23-02-05,3,GUWAHATI,1350
23-02-05,3,PATNA,NA
23-02-05,3,SHILLONG,NA
23-02-05,3,AIZAWL,NA
23-02-05,3,BHUBANESHWAR,NA
23-02-05,3,CUTTACK,NA
23-02-05,3,KOLKATA,NA
23-02-05,3,AGARTALA,NA
23-02-05,4,HYDERABAD,NA
23-02-05,4,VIJAYAWADA,NA
23-02-05,4,BANGALORE,1250
23-02-05,4,THIRUVANANTHAPURAM,1344
23-02-05,4,ERNAKULAM,1344
23-02-05,4,CHENNAI,1350
23-02-05,4,MADURAI,1100
23-02-05,4,PONDICHERRY,1200
02-03-05,1,HISAR,1300
02-03-05,1,KARNAL,1400
02-03-05,1,SHIMLA,NA
02-03-05,1,MANDI,NA
02-03-05,1,SRINAGAR,NA
02-03-05,1,JAMMU,NA
02-03-05,1,AMRITSAR,1400
02-03-05,1,LUDHIANA,1500
02-03-05,1,LUCKNOW,NA
02-03-05,1,KANPUR,NA
02-03-05,1,CHANDIGARH,1500
02-03-05,1,DELHI,NA
02-03-05,2,AHMEDABAD,1700
02-03-05,2,RAJKOT,NA
02-03-05,2,PANAJI,NA
02-03-05,2,BHOPAL,NA
02-03-05,2,INDORE,NA
02-03-05,2,MUMBAI,NA
02-03-05,2,NAGPUR,NA
02-03-05,2,JAIPUR,1100
02-03-05,2,JODHPUR,1150
02-03-05,3,GUWAHATI,1350
02-03-05,3,PATNA,NA
02-03-05,3,SHILLONG,NA
02-03-05,3,AIZAWL,NA
02-03-05,3,BHUBANESHWAR,NA
02-03-05,3,CUTTACK,NA
02-03-05,3,KOLKATA,NA
02-03-05,3,AGARTALA,NA
02-03-05,4,HYDERABAD,NA
02-03-05,4,VIJAYAWADA,NA
02-03-05,4,BANGALORE,1250
02-03-05,4,THIRUVANANTHAPURAM,1344
02-03-05,4,ERNAKULAM,1344
02-03-05,4,CHENNAI,1350
02-03-05,4,MADURAI,1100
02-03-05,4,PONDICHERRY,1200
09-03-05,1,HISAR,1300
09-03-05,1,KARNAL,1400
09-03-05,1,SHIMLA,NA
09-03-05,1,MANDI,NA
09-03-05,1,SRINAGAR,NA
09-03-05,1,JAMMU,NA
09-03-05,1,AMRITSAR,1400
09-03-05,1,LUDHIANA,1500
09-03-05,1,LUCKNOW,NA
09-03-05,1,KANPUR,NA
09-03-05,1,CHANDIGARH,1500
09-03-05,1,DELHI,NA
09-03-05,2,AHMEDABAD,1700
09-03-05,2,RAJKOT,NA
09-03-05,2,PANAJI,NA
09-03-05,2,BHOPAL,NA
09-03-05,2,INDORE,NA
09-03-05,2,MUMBAI,NA
09-03-05,2,NAGPUR,NA
09-03-05,2,JAIPUR,1100
09-03-05,2,JODHPUR,1150
09-03-05,3,GUWAHATI,1350
